Species,circRNA name,circAltas ID,Postion,Strand,Host gene,Disease Name,Expression Pattern,PMID,miRNA
human,hsa_circRNA_102039/hsa_circ_0043138,"<a href=""./circ_detail.php?ID=hsa-TAF15_000005"">hsa-TAF15_000005</a>",chr17:34147028|34149837,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF15"" target=""_blank"">TAF15</a>",Infantile Hemangioma(IH),Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29095957"" target=""_blank"">29095957</a>",N/A
human,hsa_circRNA_102049,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr17:34147027|34149837,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TADA2A"" target=""_blank"">TADA2A</a>",Osteosarcoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28957794"" target=""_blank"">28957794</a>","hsa-miR-141-5p,hsa-miR-625-5p,hsa-miR-143-3p,hsa-miR-124-5p,hsa-miR-191-3p"
human,hsa_circRNA_102049,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr17:34147027|34149837,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TADA2A"" target=""_blank"">TADA2A</a>",Pancreatic cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29620241"" target=""_blank"">29620241</a>",N/A
human,hsa_circRNA_102051,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr17,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TADA2A"" target=""_blank"">TADA2A</a>",Pancreatic cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29620241"" target=""_blank"">29620241</a>",N/A
human,hsa_circRNA_102101,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC27"" target=""_blank"">CDC27</a>",Tuberculosis,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29448254"" target=""_blank"">29448254</a>",N/A
human,hsa_circRNA_102116/hsa_circ_0003258,"<a href=""./circ_detail.php?ID=hsa-ZNF652_000002"">hsa-ZNF652_000002</a>",chr17:47388674|47389404,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF652"" target=""_blank"">ZNF652</a>",Infantile Hemangioma(IH),Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29095957"" target=""_blank"">29095957</a>",N/A
human,hsa_circRNA_102296,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Active pulmonary tuberculosis,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29961269"" target=""_blank"">29961269</a>",N/A
human,hsa_circRNA_102347,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Primary hepatic carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29609527"" target=""_blank"">29609527</a>",N/A
human,hsa_circRNA_102485,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Osteosarcoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28957794"" target=""_blank"">28957794</a>",N/A
human,hsa_circRNA_102594/hsa_circ_0052012,"<a href=""./circ_detail.php?ID=hsa-POLD1_000003"">hsa-POLD1_000003</a>",chr19:50902108|50902741,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=POLD1"" target=""_blank"">POLD1</a>",Rheumatoid arthritis,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28983619"" target=""_blank"">28983619</a>",N/A
human,hsa_circRNA_102619,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr2,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=NOL10"" target=""_blank"">NOL10 </a>",Pancreatic cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29620241"" target=""_blank"">29620241</a>",N/A
human,hsa_circRNA_102678,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Osteosarcoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28957794"" target=""_blank"">28957794</a>",N/A
human,hsa_circRNA_102682/circCRIM1/hsa_circ_0005442,"<a href=""./circ_detail.php?ID=hsa-CRIM1_000002"">hsa-CRIM1_000002</a>",chr2:36623757|36749456,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CRIM1"" target=""_blank"">CRIM1</a>",Pre-Eclampsia(PE),Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27606420"" target=""_blank"">27606420</a>",N/A
human,hsa_circRNA_102683/hsa_circ_0007386,"<a href=""./circ_detail.php?ID=hsa-CRIM1_000052"">hsa-CRIM1_000052</a>",chr2:36668400|36669878,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CRIM1"" target=""_blank"">CRIM1</a>",Thoracic aortic dissection,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29137225"" target=""_blank"">29137225</a>",N/A
human,hsa_circRNA_102761,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=-"" target=""_blank"">-</a>",Colorectal cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29039473"" target=""_blank"">29039473</a>",N/A
human,hsa_circRNA_102771/hsa_circ_0055377,"<a href=""./circ_detail.php?ID=hsa-CTNNA2_000002"">hsa-CTNNA2_000002</a>",chr2:80772107|80783018,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNA2"" target=""_blank"">CTNNA2</a>",Thoracic aortic dissection,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29137225"" target=""_blank"">29137225</a>",N/A
human,hsa_circRNA_102802/hsa_circ_0056048,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr2:112101637|112101814,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TCONS_l2_00014790"" target=""_blank"">TCONS_l2_00014790</a>",Major depressive disorder,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27404501"" target=""_blank"">27404501</a>",N/A
human,hsa_circRNA_103047,"<a href=""./circ_detail.php?ID=hsa-PHF20_000013"">hsa-PHF20_000013</a>",chr20:34389413|34459751,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF20"" target=""_blank"">PHF20</a>",Rheumatoid arthritis,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28618429"" target=""_blank"">28618429</a>",N/A
human,hsa_circRNA_103076,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr20,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CSE1L"" target=""_blank"">CSE1L</a>",Pancreatic cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29620241"" target=""_blank"">29620241</a>","miR-7,PRKCB,EPHA3,BRCA1,ABCC1"
human,hsa_circRNA_103096,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Primary hepatic carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29609527"" target=""_blank"">29609527</a>",N/A
human,hsa_circRNA_103307/hsa_circ_0064557,"<a href=""./circ_detail.php?ID=hsa-SATB1_000024"">hsa-SATB1_000024</a>",chr3:18456603|18462483,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SATB1"" target=""_blank"">SATB1</a>",Papillary thyroid carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28288173"" target=""_blank"">28288173</a>",N/A
human,hsa_circRNA_103309,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Osteosarcoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28983619"" target=""_blank"">28983619</a>",N/A
human,hsa_circRNA_103334/hsa_circ_0064996,"<a href=""./circ_detail.php?ID=hsa-SNRK_000012"">hsa-SNRK_000012</a>",chr3:43341246|43373802,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRK"" target=""_blank"">SNRK</a>",Basal cell carcinoma,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28983619"" target=""_blank"">28983619</a>",N/A
human,hsa_circRNA_103334/hsa_circ_0064996,"<a href=""./circ_detail.php?ID=hsa-SNRK_000012"">hsa-SNRK_000012</a>",chr3:43341246|43373802,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRK"" target=""_blank"">SNRK</a>",Rheumatoid arthritis,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28983619"" target=""_blank"">28983619</a>",N/A
human,hsa_circRNA_103343/hsa_circ_0002569,"<a href=""./circ_detail.php?ID=hsa-SETD2_000002"">hsa-SETD2_000002</a>",chr3:47098311|47108608,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD2"" target=""_blank"">SETD2</a>",Moyamoya disease,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28991692"" target=""_blank"">28991692</a>",N/A
human,hsa_circRNA_103387,"<a href=""./circ_detail.php?ID=hsa-RAD54L2_000004"">hsa-RAD54L2_000004</a>",chr3:51675765|51677990,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD54L2"" target=""_blank"">RAD54L2</a>",Osteoarthritis,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28624198"" target=""_blank"">28624198</a>",N/A
human,hsa_circRNA_103390,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Pancreatic cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29620241"" target=""_blank"">29620241</a>",N/A
human,hsa_circRNA_103410,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr3,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LRIG1"" target=""_blank"">LRIG1</a>",Diabetic retinopathy,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28817829"" target=""_blank"">28817829</a>",N/A
human,hsa_circRNA_103458/hsa_circ_0067175,"<a href=""./circ_detail.php?ID=hsa-ABTB1_000001"">hsa-ABTB1_000001</a>",chr3:127393234|127393443,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ABTB1"" target=""_blank"">ABTB1</a>",Thoracic aortic dissection,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29137225"" target=""_blank"">29137225</a>",N/A
human,hsa_circRNA_103571,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Active pulmonary tuberculosis,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29961269"" target=""_blank"">29961269</a>",N/A
human,hsa_circRNA_103619,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr14:20811436|20811559,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=RELL1"" target=""_blank"">RELL1</a>",Multiple sclerosis,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28651352"" target=""_blank"">28651352</a>",N/A
human,hsa_circRNA_103636/hsa_circ_0001410/hsa_circ_000947,"<a href=""./circ_detail.php?ID=hsa-DCUN1D4_000035"">hsa-DCUN1D4_000035</a>",chr4:52729603|52744020,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DCUN1D4"" target=""_blank"">DCUN1D4</a>",Major depressive disorder,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27404501"" target=""_blank"">27404501</a>","miR-134,cyclinD1"
human,hsa_circRNA_103716/hsa_circ_0006935,"<a href=""./circ_detail.php?ID=hsa-PAPSS1_000001"">hsa-PAPSS1_000001</a>",chr4:108603171|108622441,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPSS1"" target=""_blank"">PAPSS1</a>",Repeated implantation failure,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29132137"" target=""_blank"">29132137</a>",N/A
human,hsa_circRNA_103781,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=-"" target=""_blank"">-</a>",Gastric cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28206972"" target=""_blank"">28206972</a>",N/A
human,hsa_circRNA_103801,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Osteosarcoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28206972"" target=""_blank"">28206972</a>",N/A
human,hsa_circRNA_103999,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=-"" target=""_blank"">-</a>",Gastric cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28957794"" target=""_blank"">28957794</a>",N/A
human,hsa_circRNA_104001,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Repeated implantation failure,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29132137"" target=""_blank"">29132137</a>","miR-106b-5p,miR-661,miR-302a-3p,miR-302b-3p,miR-93-5p"
human,hsa_circRNA_104075,"<a href=""./circ_detail.php?ID=hsa-NUP153_000029"">hsa-NUP153_000029</a>",chr6:17669524|17669777,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP153"" target=""_blank"">NUP153</a>",Hepatocellular carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28710406"" target=""_blank"">28710406</a>",N/A
human,hsa_circRNA_104084,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr6,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00340"" target=""_blank"">LINC00340</a>",Basal cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27097056"" target=""_blank"">27097056</a>",N/A
human,hsa_circRNA_104194/hsa_circ_0004712,"<a href=""./circ_detail.php?ID=hsa-PDE7B_000002"">hsa-PDE7B_000002</a>",chr6:136468489|136476896,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE7B"" target=""_blank"">PDE7B</a>",Rheumatoid arthritis,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28983619"" target=""_blank"">28983619</a>",N/A
human,hsa_circRNA_104268/hsa_circ_0078738,"<a href=""./circ_detail.php?ID=hsa-WDR27_000026"">hsa-WDR27_000026</a>",chr6:170033043|170058454,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR27"" target=""_blank"">WDR27</a>",Papillary thyroid carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28288173"" target=""_blank"">28288173</a>","miR-223,ARC"
human,hsa_circRNA_104270,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr6,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM120B"" target=""_blank"">FAM120B </a>",Pancreatic cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29620241"" target=""_blank"">29620241</a>",N/A
human,hsa_circRNA_104296,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF216"" target=""_blank"">RNF216</a>",Tuberculosis,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29448254"" target=""_blank"">29448254</a>","miR-493-3p,miR-29b-1-5p,miR-383-3p,miR-7087-3p,miR-3064-5p"
human,hsa_circRNA_104310/hsa_circ_0079385,"<a href=""./circ_detail.php?ID=hsa-ZDHHC4_000001"">hsa-ZDHHC4_000001</a>",chr7:6624647|6624891,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC4"" target=""_blank"">ZDHHC4</a>",Infantile Hemangioma(IH),Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29095957"" target=""_blank"">29095957</a>","miR-7,PRKCB,EPHA3,BRCA1,ABCC1"
human,hsa_circRNA_104348/hsa_circ_0079891,"<a href=""./circ_detail.php?ID=hsa-ELMO1_000047"">hsa-ELMO1_000047</a>",chr7:37250991|37382367,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ELMO1"" target=""_blank"">ELMO1</a>",Papillary thyroid carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28288173"" target=""_blank"">28288173</a>",N/A
human,hsa_circRNA_104349/hsa_circ_0079929,"<a href=""./circ_detail.php?ID=hsa-CDK13_000038"">hsa-CDK13_000038</a>",chr7:40027198|40027857,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK13"" target=""_blank"">CDK13</a>",Thoracic aortic dissection,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29137225"" target=""_blank"">29137225</a>",N/A
human,hsa_circRNA_104423,"<a href=""./circ_detail.php?ID=hsa-CDK14_000003"">hsa-CDK14_000003</a>",chr7:90355880|90356126,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK14"" target=""_blank"">CDK14</a>",Gastric cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28206972"" target=""_blank"">28206972</a>","miR-141-5p,miR-500a-5p,miR-509-3p,miR-619-3p,miR-578"
human,hsa_circRNA_104433/hsa_circ_0081342,"<a href=""./circ_detail.php?ID=hsa-ARPC1B_000005"">hsa-ARPC1B_000005</a>",chr7:98984308|98987635,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC1B"" target=""_blank"">ARPC1B</a>",Papillary thyroid carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28288173"" target=""_blank"">28288173</a>","miR-506-3p,miR-644a,miR-605-3p,miR-124-3p,miR-1224-5p"
human,hsa_circRNA_104565/hsa_circ_0002111/hsa_circ_0004458,"<a href=""./circ_detail.php?ID=hsa-PSD3_000005"">hsa-PSD3_000005</a>",chr8:18622959|18662408,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSD3"" target=""_blank"">PSD3</a>",Papillary thyroid carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28288173"" target=""_blank"">28288173</a>",N/A
human,hsa_circRNA_104566,"<a href=""./circ_detail.php?ID=hsa-PSD3_000003"">hsa-PSD3_000003</a>",chr8:18656805|18662408,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSD3"" target=""_blank"">PSD3</a>",Papillary thyroid carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28288173"" target=""_blank"">28288173</a>",N/A
human,hsa_circRNA_104593/hsa_circ_0083964,"<a href=""./circ_detail.php?ID=hsa-ASH2L_000009"">hsa-ASH2L_000009</a>",chr8:37985809|37986469,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ASH2L"" target=""_blank"">ASH2L</a>",Rheumatoid arthritis,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28983619"" target=""_blank"">28983619</a>",N/A
human,hsa_circRNA_104595/hsa_circ_0008016,"<a href=""./circ_detail.php?ID=hsa-FGFR1_000001"">hsa-FGFR1_000001</a>",chr8:38287200|38287466,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR1"" target=""_blank"">FGFR1</a>",Papillary thyroid carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28983619"" target=""_blank"">28983619</a>","miRNA-29a-3p,DNMT3B,VEGFA,ITGB1"
human,hsa_circRNA_104634/hsa_circ_0084615,"<a href=""./circ_detail.php?ID=hsa-ASPH_000084"">hsa-ASPH_000084</a>",chr8:62593527|62596747,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ASPH"" target=""_blank"">ASPH</a>",Thoracic aortic dissection,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29137225"" target=""_blank"">29137225</a>",N/A
human,hsa_circRNA_104692,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=-"" target=""_blank"">-</a>",Osteosarcoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28957794"" target=""_blank"">28957794</a>",N/A
human,hsa_circRNA_104700,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr8,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2"" target=""_blank"">PTK2</a>",Colorectal cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28349836"" target=""_blank"">28349836</a>",N/A
human,hsa_circRNA_104820/circFAM120A/hsa_circ_0005218,"<a href=""./circ_detail.php?ID=hsa-FAM120A_000002"">hsa-FAM120A_000002</a>",chr9:96233423|96259881,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM120A"" target=""_blank"">FAM120A</a>",Pre-Eclampsia(PE),Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27606420"" target=""_blank"">27606420</a>",N/A
human,hsa_circRNA_104854,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Repeated implantation failure,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29132137"" target=""_blank"">29132137</a>","hsa-miR-519d-5p,hsa-miR-301a-3p,hsa-miR-611,hsa-miR-100-3p,hsa-miR-758-5p"
human,hsa_circRNA_104892,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=-"" target=""_blank"">-</a>",Osteosarcoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28957794"" target=""_blank"">28957794</a>","miR-511-5p,miR-130b-5p,miR-642a-5p,miR-532-3p,miR-329-5p"
human,hsa_circRNA_104912/hsa_circ_0088442,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr9:126438998|126641300,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DENND1A"" target=""_blank"">DENND1A</a>",Laryngeal squamous cell cancer tissues,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27158380"" target=""_blank"">27158380</a>",N/A
human,hsa_circRNA_104916,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=-"" target=""_blank"">-</a>",Gastric cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28206972"" target=""_blank"">28206972</a>",N/A
human,hsa_circRNA_104953/hsa_circ_0089310,"<a href=""./circ_detail.php?ID=hsa-GTF3C5_000001"">hsa-GTF3C5_000001</a>",chr9:135917474|135919313,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3C5"" target=""_blank"">GTF3C5</a>",Major depressive disorder,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27404501"" target=""_blank"">27404501</a>","miR-765,miR-495-3p,miR-665,miR-193b-5p,miR-124-5p"
human,hsa_circRNA_104964,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DPH7"" target=""_blank"">DPH7</a>",Tuberculosis,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29448254"" target=""_blank"">29448254</a>",N/A
human,hsa_circRNA_104980,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Osteosarcoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28957794"" target=""_blank"">28957794</a>",N/A
human,hsa_circRNA_105038/hsa_circ_0091894/hsa_circ_0008131,"<a href=""./circ_detail.php?ID=hsa-FLNA_000001"">hsa-FLNA_000001</a>",chrX:153581140|153581292,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNA"" target=""_blank"">FLNA</a>",Papillary thyroid carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28288173"" target=""_blank"">28288173</a>",N/A
human,hsa_circRNA_400031,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Primary hepatic carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29609527"" target=""_blank"">29609527</a>",N/A
human,hsa_circRNA_400033,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=-"" target=""_blank"">-</a>",Gastric cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28206972"" target=""_blank"">28206972</a>","hsa-miR-134-3p,hsa-miR-149-5p,hsa-miR-504-5p,hsa-miR-339-5p,hsa-miR-329-5p"
human,hsa_circRNA_400064/hsa_circ_0092315,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr21:45545508|45545708,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PWP2"" target=""_blank"">PWP2</a>",Papillary thyroid carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28288173"" target=""_blank"">28288173</a>","miR-7,PRKCB,EPHA3,BRCA1,ABCC1"
